"Genes";"Ppol_1";"Ppol_2";"HB27_1";"HB27_2";"mean";"cluster"
"TT_C1407";3.342;0.633;1.929;1.135;1.76;"Highly Permissive"
"TT_C1408";-0.015;-0.645;-0.631;-0.719;-0.502;"Intermediate"
"TT_C1409";0.928;1.789;2.507;2.91;2.033;"Highly Permissive"
"TT_C1410";0.488;2.55;2.225;2.248;1.878;"Highly Permissive"
"TT_C1411";-0.373;-0.1;-0.506;-0.536;-0.379;"Intermediate"
"TT_C1412";2.316;1.498;2.826;2.443;2.271;"Highly Permissive"
"TT_C1413";2.074;2.461;3.667;3.682;2.971;"Highly Permissive"
"TT_C1414";-0.149;-0.614;-0.686;-0.691;-0.535;"Intermediate"
"TT_C1415";-0.559;-0.92;-0.777;-0.709;-0.741;"Intermediate"
"TT_C1416";-0.334;-0.92;-0.157;-0.439;-0.463;"Intermediate"
"TT_C1417";0.217;1.718;-0.453;-0.709;0.193;"Intermediate"
"TT_C1418";0.267;-0.045;-0.674;-0.799;-0.313;"Intermediate"
"TT_C1419";-0.095;0.837;-0.539;-0.316;-0.028;"Intermediate"
"TT_C1420";-0.366;0.003;0.131;0.113;-0.03;"Intermediate"
"TT_C1421";-0.438;-0.87;-0.371;-0.468;-0.537;"Intermediate"
"TT_C1422";0.814;2.254;2.017;1.392;1.619;"Highly Permissive"
"TT_C1423";-0.217;-0.92;-0.675;-0.799;-0.653;"Intermediate"
"TT_C1424";-0.651;-0.745;-0.526;-0.799;-0.68;"Intermediate"
"TT_C1425";-0.92;1.179;-0.802;-0.198;-0.185;"Intermediate"
"TT_C1426";-0.256;-0.862;-0.364;-0.374;-0.464;"Intermediate"
"TT_C1427";0.923;1.575;0.949;1.198;1.161;"Highly Permissive"
"TT_C1428";-0.231;1.584;-0.057;-0.451;0.211;"Intermediate"
"TT_C1429";-0.199;-0.166;-0.551;-0.236;-0.288;"Intermediate"
"TT_C1430";0.242;1.159;0.115;-0.277;0.31;"Intermediate"
"TT_C1431";-0.92;-0.92;-0.845;-0.437;-0.781;"Intermediate"
"TT_C1432";-0.154;1.242;-0.374;0.84;0.388;"Intermediate"
"TT_C1433";-0.156;0.837;-0.365;-0.755;-0.11;"Intermediate"
"TT_C1434";-0.089;0.544;-0.191;-0.298;-0.009;"Intermediate"
"TT_C1435";-0.791;-0.92;-0.754;-0.723;-0.797;"Less Permissive"
"TT_C1436";0.532;1.837;2.511;2.539;1.855;"Highly Permissive"
"TT_C1437";-0.409;0.267;-0.52;-0.055;-0.18;"Intermediate"
"TT_C1438";-0.492;-0.802;-0.716;-0.744;-0.689;"Intermediate"
"TT_C1439";-0.436;-0.92;-0.249;-0.666;-0.568;"Intermediate"
"TT_C1440";-0.92;-0.92;-0.798;-0.574;-0.803;"Intermediate"
"TT_C1441";2.503;1.3;1.166;1.884;1.713;"Highly Permissive"
"TT_C1442";-0.92;-0.836;-0.584;-0.722;-0.766;"Intermediate"
"TT_C1443";0.872;1.66;1.85;1.266;1.412;"Highly Permissive"
"TT_C1444";-0.454;0.104;-0.452;-0.738;-0.385;"Intermediate"
"TT_C1445";0.581;-0.551;0.891;0.099;0.255;"Intermediate"
"TT_C1446";-0.272;1.496;-0.231;0.219;0.303;"Intermediate"
"TT_C1447";1.936;0.842;0.9;0.617;1.074;"Highly Permissive"
"TT_C1448";0.876;1.892;1.952;1.892;1.653;"Highly Permissive"
"TT_C1449";0.015;0.405;-0.409;-0.174;-0.041;"Intermediate"
"TT_C1450";-0.92;-0.92;-0.845;-0.799;-0.871;"Less Permissive"
"TT_C1451";-0.746;0.432;-0.783;-0.799;-0.474;"Intermediate"
"TT_C1452";-0.599;-0.847;-0.653;-0.606;-0.676;"Intermediate"
"TT_C1453";0.403;-0.92;-0.614;-0.799;-0.483;"Intermediate"
"TT_C1454";1.022;1.213;1.845;1.55;1.407;"Highly Permissive"
"TT_C1455";-0.101;-0.274;-0.042;0.391;-0.006;"Intermediate"
"TT_C1456";-0.469;-0.258;-0.572;-0.443;-0.435;"Intermediate"
"TT_C1457";-0.592;-0.92;-0.201;-0.684;-0.599;"Intermediate"
"TT_C1458";-0.583;-0.176;-0.663;-0.799;-0.555;"Intermediate"
"TT_C1459";-0.108;1.509;0.804;0.767;0.743;"Highly Permissive"
"TT_C1460";1.782;0.7;1.968;1.359;1.452;"Highly Permissive"
"TT_C1461";0.748;0.547;0.52;0.234;0.512;"Intermediate"
"TT_C1462";0.178;-0.92;-0.351;-0.721;-0.453;"Intermediate"
"TT_C1463";-0.105;-0.855;-0.199;-0.332;-0.373;"Intermediate"
"TT_C1464";2.819;2.227;2.743;2.266;2.514;"Highly Permissive"
"TT_C1465";0.809;0.138;1.184;1.095;0.807;"Highly Permissive"
"TT_C1466";-0.431;-0.892;-0.423;-0.48;-0.557;"Intermediate"
"TT_C1467";-0.407;-0.92;-0.416;-0.715;-0.614;"Intermediate"
"TT_C1468";-0.218;-0.232;-0.413;-0.484;-0.337;"Intermediate"
"TT_C1469";0.021;-0.277;-0.299;-0.613;-0.292;"Intermediate"
"TT_C1470";-0.41;-0.893;-0.432;-0.55;-0.571;"Intermediate"
"TT_C1471";1.645;1.262;3.16;1.436;1.876;"Highly Permissive"
"TT_C1472";-0.01;0.877;-0.35;-0.056;0.115;"Intermediate"
"TT_C1473";-0.14;-0.748;-0.285;-0.641;-0.454;"Intermediate"
"TT_C1474";3.16;2.623;2.609;1.946;2.585;"Highly Permissive"
"TT_C1475";-0.198;-0.059;-0.511;-0.515;-0.321;"Intermediate"
"TT_C1476";-0.096;-0.702;-0.36;-0.626;-0.446;"Intermediate"
"TT_C1477";2.603;3.084;2.652;2.883;2.805;"Highly Permissive"
"TT_C1478";0.595;1.137;2.501;0.884;1.28;"Highly Permissive"
"TT_C1479";0.265;0.656;0.638;0.225;0.446;"Intermediate"
"TT_C1480";-0.316;-0.293;-0.491;-0.382;-0.37;"Intermediate"
"TT_C1481";-0.92;0.139;-0.461;-0.799;-0.51;"Intermediate"
"TT_C1482";0.021;-0.848;-0.339;-0.568;-0.433;"Intermediate"
"TT_C1483";0.232;0.734;0.253;0.035;0.313;"Intermediate"
"TT_C1484";-0.065;0.335;-0.402;-0.5;-0.158;"Intermediate"
"TT_C1485";0.371;0.216;0.228;0.74;0.389;"Intermediate"
"TT_C1486";0.826;2.252;1.06;1.275;1.353;"Highly Permissive"
"TT_C1487";-0.456;-0.677;-0.727;-0.799;-0.665;"Intermediate"
"TT_C1488";1.312;0.834;0.466;0.362;0.744;"Highly Permissive"
"TT_C1489";2.422;1.607;1.314;1.688;1.758;"Highly Permissive"
"TT_C1490";-0.205;-0.92;-0.747;-0.799;-0.668;"Intermediate"
"TT_C1491";-0.318;-0.29;-0.115;0.111;-0.153;"Intermediate"
"TT_C1492";2.12;2.228;0.534;1.705;1.647;"Highly Permissive"
"TT_C1493";0.394;1.142;0.181;0.746;0.616;"Highly Permissive"
"TT_C1494";5.076;1.699;3.187;3.787;3.437;"Highly Permissive"
"TT_C1495";1.805;2.263;2.419;2.334;2.205;"Highly Permissive"
"TT_C1496";-0.457;0.422;-0.244;-0.194;-0.119;"Intermediate"
"TT_C1497";0.393;0.81;-0.099;0.415;0.38;"Intermediate"
"TT_C1498";0.573;0.754;0.61;0.382;0.58;"Intermediate"
"TT_C1499";-0.332;-0.401;-0.251;-0.169;-0.288;"Intermediate"
"TT_C1500";-0.748;-0.705;-0.506;-0.697;-0.664;"Intermediate"
"TT_C1501";-0.631;0.441;-0.706;-0.612;-0.377;"Intermediate"
"TT_C1502";-0.92;-0.92;-0.536;-0.312;-0.672;"Intermediate"
"TT_C1503";-0.855;-0.92;-0.712;-0.686;-0.793;"Less Permissive"
"TT_C1504";0.605;0.506;0.435;0.165;0.428;"Intermediate"
"TT_C1505";1.323;0.697;-0.627;0.859;0.563;"Intermediate"
"TT_C1506";-0.605;-0.92;-0.521;-0.61;-0.664;"Intermediate"
"TT_C1507";0.205;-0.046;-0.631;-0.799;-0.318;"Intermediate"
"TT_C1508";1.648;2.445;1.975;1.798;1.966;"Highly Permissive"
"TT_C1509";-0.484;-0.414;0.178;-0.13;-0.212;"Intermediate"
"TT_C1510";0.049;-0.92;-0.518;-0.448;-0.459;"Intermediate"
"TT_C1511";-0.851;-0.876;-0.661;-0.759;-0.787;"Less Permissive"
"TT_C1512";-0.356;0.019;-0.63;-0.675;-0.41;"Intermediate"
"TT_C1513";0.622;2.223;1.162;0.6;1.152;"Highly Permissive"
"TT_C1514";-0.271;-0.828;-0.181;-0.381;-0.415;"Intermediate"
"TT_C1515";-0.344;-0.92;-0.677;-0.735;-0.669;"Intermediate"
"TT_C1516";2.198;1.837;2.631;2.332;2.25;"Highly Permissive"
"TT_C1517";-0.223;-0.92;-0.357;-0.336;-0.459;"Intermediate"
"TT_C1518";0.815;-0.031;-0.697;0.215;0.076;"Intermediate"
"TT_C1519";1.489;3.254;1.293;2.392;2.107;"Highly Permissive"
"TT_C1520";1.814;2.095;0.819;1.226;1.488;"Highly Permissive"
"TT_C1521";-0.92;-0.92;-0.845;-0.799;-0.871;"Less Permissive"
"TT_C1522";-0.461;2.228;0.272;0.212;0.563;"Intermediate"
"TT_C1523";-0.009;0.421;0.285;0.315;0.253;"Intermediate"
"TT_C1524";-0.568;0.489;0.129;0.455;0.126;"Intermediate"
"TT_C1525";-0.081;-0.884;-0.125;-0.501;-0.398;"Intermediate"
"TT_C1526";-0.683;0.18;-0.475;-0.62;-0.4;"Intermediate"
"TT_C1527";-0.437;-0.92;-0.443;-0.387;-0.547;"Intermediate"
"TT_C1528";-0.466;0.31;-0.553;-0.702;-0.353;"Intermediate"
"TT_C1529";-0.416;0.465;0.947;0.13;0.281;"Intermediate"
"TT_C1530";-0.129;-0.467;0.112;-0.001;-0.121;"Intermediate"
"TT_C1531";0.204;0.281;0.25;0.37;0.276;"Intermediate"
"TT_C1532";-0.032;-0.197;0.263;0.025;0.015;"Intermediate"
"TT_C1533";2.736;0.289;1.757;1.667;1.612;"Highly Permissive"
"TT_C1534";-0.473;0.397;-0.781;-0.624;-0.37;"Intermediate"
"TT_C1535";-0.707;-0.064;-0.382;-0.404;-0.389;"Intermediate"
"TT_C1536";-0.46;-0.92;-0.809;-0.799;-0.747;"Intermediate"
"TT_C1537";0.784;1.535;1.24;1.319;1.219;"Highly Permissive"
"TT_C1538";1.843;-0.269;0.08;0.073;0.432;"Intermediate"
"TT_C1539";-0.027;0.948;-0.727;-0.632;-0.11;"Intermediate"
"TT_C1540";-0.206;0.406;-0.011;0.399;0.147;"Intermediate"
"TT_C1541";-0.485;-0.029;-0.193;-0.286;-0.248;"Intermediate"
"TT_C1542";0.167;0.041;-0.498;-0.726;-0.254;"Intermediate"
"TT_C1543";-0.096;-0.617;-0.689;-0.682;-0.521;"Intermediate"
"TT_C1544";-0.92;-0.92;-0.845;-0.799;-0.871;"Less Permissive"
"TT_C1545";1.2;0.249;1.542;1.371;1.091;"Highly Permissive"
"TT_C1546";-0.19;-0.346;0.953;0.653;0.267;"Intermediate"
"TT_C1547";0.651;1.144;0.774;0.9;0.867;"Highly Permissive"
"TT_C1548";4.26;1.78;4.104;3.263;3.352;"Highly Permissive"
"TT_C1549";-0.92;-0.92;-0.845;-0.632;-0.829;"Less Permissive"
"TT_C1550";1.885;0.648;1.598;1.313;1.361;"Highly Permissive"
"TT_C1551";-0.158;0.007;-0.375;-0.53;-0.264;"Intermediate"
"TT_C1552";2.203;-0.265;0.173;0.639;0.688;"Highly Permissive"
"TT_C1553";0.939;0.855;1.865;1.441;1.275;"Highly Permissive"
"TT_C1554";-0.682;-0.874;-0.384;-0.491;-0.608;"Intermediate"
"TT_C1555";1.956;1.064;2.713;2.264;1.999;"Highly Permissive"
"TT_C1556";-0.407;-0.92;-0.54;-0.486;-0.588;"Intermediate"
"TT_C1557";0.949;1.5;0.897;0.602;0.987;"Highly Permissive"
"TT_C1558";0.568;0.258;0.162;1.209;0.549;"Intermediate"
"TT_C1559";2.73;2.353;3.879;3.384;3.087;"Highly Permissive"
"TT_C1560";-0.063;0.773;-0.714;-0.667;-0.168;"Intermediate"
"TT_C1561";-0.258;-0.92;-0.123;-0.799;-0.525;"Intermediate"
"TT_C1562";-0.92;0.659;-0.845;-0.35;-0.364;"Intermediate"
"TT_C1563";3.003;2.012;3.254;3.021;2.823;"Highly Permissive"
"TT_C1564";0.484;-0.574;-0.155;-0.288;-0.133;"Intermediate"
"TT_C1565";-0.274;0.214;0.711;0.669;0.33;"Intermediate"
"TT_C1566";1.933;2.935;1.91;1.919;2.174;"Highly Permissive"
"TT_C1567";-0.514;0.071;-0.486;-0.554;-0.37;"Intermediate"
"TT_C1568";0.401;-0.673;-0.4;-0.607;-0.32;"Intermediate"
"TT_C1569";1.672;2.687;1.832;1.857;2.012;"Highly Permissive"
"TT_C1570";-0.491;-0.882;-0.704;-0.664;-0.685;"Intermediate"
"TT_C1571";0.095;-0.748;0.683;-0.004;0.006;"Intermediate"
"TT_C1572";-0.14;0.196;-0.452;-0.526;-0.231;"Intermediate"
"TT_C1573";0.737;0.233;1.836;1.945;1.188;"Highly Permissive"
"TT_C1574";-0.129;-0.92;-0.416;-0.775;-0.56;"Intermediate"
"TT_C1575";-0.544;-0.896;-0.279;-0.611;-0.583;"Intermediate"
"TT_C1576";-0.356;0.997;0.069;-0.642;0.017;"Intermediate"
"TT_C1577";0.804;0.852;2.039;1.458;1.288;"Highly Permissive"
"TT_C1578";-0.234;0.399;0.036;-0.615;-0.104;"Intermediate"
"TT_C1579";-0.706;-0.654;-0.743;-0.756;-0.715;"Less Permissive"
"TT_C1580";-0.716;-0.92;-0.447;-0.799;-0.721;"Intermediate"
"TT_C1581";1.428;1.647;1.581;0.542;1.299;"Highly Permissive"
"TT_C1582";2.31;0.979;1.788;1.528;1.651;"Highly Permissive"
"TT_C1583";-0.458;1.295;0.417;1.606;0.715;"Highly Permissive"
"TT_C1584";-0.227;0.266;-0.053;-0.594;-0.152;"Intermediate"
"TT_C1585";-0.201;0.035;0.867;-0.352;0.087;"Intermediate"
"TT_C1586";-0.364;-0.882;-0.511;-0.667;-0.606;"Intermediate"
"TT_C1587";-0.132;0.258;-0.408;0.216;-0.016;"Intermediate"
"TT_C1588";-0.352;0.551;-0.158;-0.111;-0.017;"Intermediate"
"TT_C1589";-0.501;-0.92;-0.739;-0.799;-0.74;"Intermediate"
"TT_C1590";-0.656;-0.92;-0.439;-0.799;-0.703;"Intermediate"
"TT_C1591";1.881;1.025;2.924;2.946;2.194;"Highly Permissive"
"TT_C1592";-0.085;-0.92;-0.498;-0.564;-0.516;"Intermediate"
"TT_C1593";0.631;1.304;0.807;1.299;1.01;"Highly Permissive"
"TT_C1594";1.107;0.691;1.665;1.903;1.342;"Highly Permissive"
"TT_C1595";0.096;0.091;-0.16;-0.073;-0.011;"Intermediate"
"TT_C1596";-0.285;-0.592;-0.336;-0.641;-0.463;"Intermediate"
"TT_C1597";-0.477;0.074;-0.342;-0.623;-0.342;"Intermediate"
"TT_C1598";-0.273;-0.212;-0.223;-0.559;-0.317;"Intermediate"
"TT_C1599";1.507;0.582;1.78;1.183;1.263;"Highly Permissive"
"TT_C1600";-0.412;2.761;-0.577;-0.615;0.289;"Intermediate"
"TT_C1601";0.63;-0.559;-0.058;0.923;0.234;"Intermediate"
"TT_C1602";-0.92;-0.92;-0.428;-0.689;-0.74;"Intermediate"
"TT_C1603";-0.24;-0.852;0.047;0.106;-0.235;"Intermediate"
"TT_C1604";-0.666;-0.92;-0.488;-0.509;-0.645;"Intermediate"
"TT_C1605";0.28;-0.154;-0.02;-0.179;-0.018;"Intermediate"
"TT_C1606";-0.454;-0.92;-0.22;-0.575;-0.542;"Intermediate"
"TT_C1607";1.739;0.785;2.536;2.094;1.788;"Highly Permissive"
"TT_C1608";0.503;1.623;1.2;1.449;1.194;"Highly Permissive"
"TT_C1609";-0.163;0.092;-0.48;-0.546;-0.274;"Intermediate"
"TT_C1610";-0.21;-0.127;-0.401;-0.537;-0.319;"Intermediate"
"TT_C1611";0.163;-0.289;-0.178;-0.644;-0.237;"Intermediate"
"TT_C1612";1.318;0.538;0.832;0.67;0.839;"Highly Permissive"
"TT_C1613";-0.264;-0.875;-0.725;-0.678;-0.635;"Intermediate"
"TT_C1614";-0.004;-0.554;-0.358;-0.554;-0.367;"Intermediate"
"TT_C1615";0.384;0.092;1.195;0.25;0.48;"Intermediate"
"TT_C1616";1.85;2.357;1.577;2.405;2.047;"Highly Permissive"
"TT_C1617";-0.92;-0.92;-0.845;-0.799;-0.871;"Less Permissive"
"TT_C1618";-0.721;0.801;-0.476;-0.759;-0.289;"Intermediate"
"TT_C1619";-0.834;-0.203;-0.577;-0.583;-0.549;"Intermediate"
"TT_C1620";-0.064;0.207;-0.172;-0.485;-0.129;"Intermediate"
"TT_C1621";-0.013;0.68;-0.596;-0.497;-0.107;"Intermediate"
"TT_C1622";0.173;0.323;0.44;0.41;0.337;"Intermediate"
"TT_C1623";-0.746;-0.92;-0.555;-0.6;-0.705;"Intermediate"
"TT_C1624";2.077;2.705;2.95;2.21;2.486;"Highly Permissive"
"TT_C1625";2.839;1.92;3.183;2.535;2.619;"Highly Permissive"
"TT_C1626";-0.92;-0.92;-0.772;-0.679;-0.823;"Less Permissive"
"TT_C1627";-0.022;0.067;0.282;-0.576;-0.062;"Intermediate"
"TT_C1628";-0.436;-0.92;-0.484;-0.504;-0.586;"Intermediate"
"TT_C1629";-0.721;-0.854;-0.705;-0.303;-0.646;"Intermediate"
"TT_C1630";0.193;0.811;0.137;0.513;0.414;"Intermediate"
"TT_C1631";0.784;0.398;0.211;0.294;0.422;"Intermediate"
"TT_C1632";0.048;0.834;0.532;-0.009;0.351;"Intermediate"
"TT_C1633";-0.4;0.829;-0.043;-0.088;0.074;"Intermediate"
"TT_C1634";-0.636;-0.92;-0.409;-0.684;-0.662;"Intermediate"
"TT_C1635";-0.573;-0.841;-0.286;-0.799;-0.625;"Intermediate"
"TT_C1636";-0.115;0.537;-0.418;-0.358;-0.089;"Intermediate"
"TT_C1637";-0.267;-0.92;-0.746;-0.743;-0.669;"Intermediate"
"TT_C1638";1.321;0.872;1.516;0.909;1.155;"Highly Permissive"
"TT_C1639";-0.051;-0.485;-0.18;-0.119;-0.209;"Intermediate"
"TT_C1640";0.666;-0.435;0.19;-0.23;0.048;"Intermediate"
"TT_C1641";-0.065;-0.467;-0.314;-0.606;-0.363;"Intermediate"
"TT_C1642";-0.383;-0.92;-0.386;-0.603;-0.573;"Intermediate"
"TT_C1643";-0.52;-0.841;-0.133;-0.762;-0.564;"Intermediate"
"TT_C1644";1.942;1.818;1.994;1.629;1.846;"Highly Permissive"
"TT_C1645";0.318;-0.013;0.049;0.249;0.15;"Intermediate"
"TT_C1646";4.272;0.335;0.627;1.629;1.715;"Highly Permissive"
"TT_C1647";2.115;2.019;2.753;0.793;1.92;"Highly Permissive"
"TT_C1648";-0.703;1.954;-0.137;1.16;0.569;"Intermediate"
"TT_C1649";3.341;2.511;5.197;3.926;3.744;"Highly Permissive"
"TT_C1650";1.998;3.476;2.716;2.498;2.672;"Highly Permissive"
"TT_C1651";1.879;0.7;3.785;3.564;2.482;"Highly Permissive"
"TT_C1652";-0.482;-0.885;-0.41;-0.589;-0.592;"Intermediate"
"TT_C1653";-0.645;-0.92;-0.628;-0.224;-0.604;"Intermediate"
"TT_C1654";-0.843;-0.92;-0.638;-0.583;-0.746;"Intermediate"
"TT_C1655";-0.58;-0.92;-0.315;-0.799;-0.653;"Intermediate"
"TT_C1656";-0.602;0.204;-0.343;-0.634;-0.344;"Intermediate"
"TT_C1657";2.704;1.378;1.864;2.307;2.063;"Highly Permissive"
"TT_C1658";-0.756;-0.92;-0.425;-0.799;-0.725;"Intermediate"
"TT_C1659";0.443;2.481;1.311;1.471;1.426;"Highly Permissive"
"TT_C1660";0.51;-0.808;-0.038;-0.092;-0.107;"Intermediate"
"TT_C1661";0.125;-0.316;0.617;0.354;0.195;"Intermediate"
"TT_C1662";0.225;-0.096;-0.248;-0.006;-0.031;"Intermediate"
"TT_C1663";-0.531;-0.889;-0.258;-0.564;-0.561;"Intermediate"
"TT_C1664";1.267;0.168;0.945;0.7;0.77;"Highly Permissive"
"TT_C1665";-0.561;0.802;-0.341;-0.658;-0.19;"Intermediate"
"TT_C1666";-0.527;-0.92;-0.66;-0.763;-0.717;"Intermediate"
"TT_C1667";0.22;-0.052;1.462;2.029;0.915;"Highly Permissive"
"TT_C1668";-0.372;0.272;-0.377;-0.622;-0.275;"Intermediate"
"TT_C1669";-0.501;-0.327;-0.376;-0.564;-0.442;"Intermediate"
"TT_C1670";-0.217;-0.057;-0.589;-0.597;-0.365;"Intermediate"
"TT_C1671";0.183;-0.077;0.814;0.398;0.329;"Intermediate"
"TT_C1672";3.691;1.439;3.197;2.702;2.757;"Highly Permissive"
"TT_C1673";3.51;2.308;2.89;2.227;2.734;"Highly Permissive"
"TT_C1674";-0.429;-0.797;-0.46;-0.686;-0.593;"Intermediate"
"TT_C1675";0.629;0.521;1.107;0.482;0.685;"Highly Permissive"
"TT_C1676";1.915;2.43;3.436;2.67;2.613;"Highly Permissive"
"TT_C1677";0.059;0.251;-0.179;-0.001;0.033;"Intermediate"
"TT_C1678";0.746;0.743;1.887;0.853;1.057;"Highly Permissive"
"TT_C1679";0.203;0.171;0.323;1.265;0.491;"Intermediate"
"TT_C1680";-0.645;-0.267;-0.606;-0.486;-0.501;"Intermediate"
"TT_C1681";1.626;1.092;1.722;2.078;1.629;"Highly Permissive"
"TT_C1682";0.957;1.202;2.198;1.637;1.499;"Highly Permissive"
"TT_C1683";-0.015;-0.514;-0.454;-0.228;-0.303;"Intermediate"
"TT_C1684";-0.347;-0.92;-0.724;-0.497;-0.622;"Intermediate"
"TT_C1685";-0.024;-0.587;-0.411;-0.492;-0.378;"Intermediate"
"TT_C1686";-0.385;-0.5;0.054;-0.07;-0.225;"Intermediate"
"TT_C1687";-0.545;-0.461;-0.459;-0.573;-0.509;"Intermediate"
"TT_C1688";-0.649;-0.717;-0.496;-0.612;-0.618;"Intermediate"
"TT_C1689";-0.294;-0.92;-0.603;-0.799;-0.654;"Intermediate"
"TT_C1690";0.093;0.24;-0.544;0.193;-0.005;"Intermediate"
"TT_C1691";0.68;0.163;0.698;0.005;0.386;"Intermediate"
"TT_C1692";-0.471;-0.737;-0.182;-0.338;-0.432;"Intermediate"
"TT_C1693";-0.467;-0.92;-0.546;-0.75;-0.671;"Intermediate"
"TT_C1694";0.202;-0.92;0.816;0.661;0.19;"Intermediate"
"TT_C1695";0.339;0.78;0.379;0.938;0.609;"Highly Permissive"
"TT_C1696";4.723;0.968;2.578;1.582;2.463;"Highly Permissive"
"TT_C1697";-0.463;-0.92;-0.585;-0.701;-0.667;"Intermediate"
"TT_C1698";0.084;-0.42;-0.611;-0.527;-0.368;"Intermediate"
"TT_C1699";1.973;0.194;1.22;1.1;1.121;"Highly Permissive"
"TT_C1700";0.689;0.898;1.071;1.008;0.916;"Highly Permissive"
"TT_C1701";0.499;1.879;1.525;1.167;1.268;"Highly Permissive"
"TT_C1702";-0.375;0.249;-0.401;-0.392;-0.23;"Intermediate"
"TT_C1703";1.316;1.61;-0.149;0.616;0.849;"Highly Permissive"
"TT_C1704";-0.92;-0.92;-0.679;-0.799;-0.829;"Less Permissive"
"TT_C1705";1.064;0.913;-0.776;0.338;0.385;"Intermediate"
"TT_C1706";-0.068;-0.761;-0.371;-0.446;-0.411;"Intermediate"
"TT_C1707";-0.106;0.497;0.883;0.097;0.343;"Intermediate"
"TT_C1708";1.224;0.226;0.332;0.541;0.581;"Highly Permissive"
"TT_C1709";2.028;1.54;2.282;1.843;1.923;"Highly Permissive"
"TT_C1710";4.47;2.191;3.488;3.105;3.313;"Highly Permissive"
"TT_C1711";2.165;1.528;2.215;2.032;1.985;"Highly Permissive"
"TT_C1712";1.179;0.799;0.834;1.214;1.007;"Highly Permissive"
"TT_C1713";-0.92;-0.83;-0.748;-0.799;-0.824;"Less Permissive"
"TT_C1714";-0.159;0.773;0.219;0.014;0.212;"Intermediate"
"TT_C1715";2.304;1.734;1.877;1.685;1.9;"Highly Permissive"
"TT_C1716";0.495;0.758;0.116;0.13;0.375;"Intermediate"
"TT_C1717";-0.091;0.152;-0.175;-0.279;-0.098;"Intermediate"
"TT_C1718";0.848;0.129;1.805;1.094;0.969;"Highly Permissive"
"TT_C1719";-0.314;-0.885;-0.422;-0.452;-0.518;"Intermediate"
"TT_C1720";-0.306;-0.884;-0.592;-0.643;-0.606;"Intermediate"
"TT_C1721";0.049;-0.45;-0.261;-0.383;-0.261;"Intermediate"
"TT_C1722";0.194;-0.92;-0.44;-0.481;-0.412;"Intermediate"
"TT_C1723";0.791;1.604;-0.43;0.905;0.717;"Highly Permissive"
"TT_C1724";0.48;0.728;0.412;1.19;0.702;"Highly Permissive"
"TT_C1725";0.013;-0.92;-0.699;-0.465;-0.518;"Intermediate"
"TT_C1726";-0.094;0.457;-0.515;-0.38;-0.133;"Intermediate"
"TT_C1727";1.732;2.909;1.853;2.048;2.136;"Highly Permissive"
"TT_C1728";1.612;1.053;2.215;2.028;1.727;"Highly Permissive"
"TT_C1729";0.879;0.039;-0.302;-0.251;0.091;"Intermediate"
"TT_C1730";1.482;-0.339;3.165;3.031;1.835;"Highly Permissive"
"TT_C1731";0.88;0.851;1.185;1.734;1.162;"Highly Permissive"
"TT_C1732";0.1;-0.92;-0.622;-0.799;-0.56;"Intermediate"
"TT_C1733";-0.005;-0.697;-0.475;-0.428;-0.401;"Intermediate"
"TT_C1734";-0.92;-0.92;-0.808;-0.799;-0.862;"Less Permissive"
"TT_C1735";-0.448;-0.92;-0.292;-0.799;-0.615;"Intermediate"
"TT_C1736";0.274;-0.92;-0.538;-0.799;-0.496;"Intermediate"
"TT_C1737";-0.56;-0.92;-0.305;-0.582;-0.592;"Intermediate"
"TT_C1738";-0.643;-0.015;-0.474;-0.687;-0.455;"Intermediate"
"TT_C1739";-0.468;-0.92;-0.398;-0.557;-0.586;"Intermediate"
"TT_C1740";-0.026;-0.92;-0.526;-0.799;-0.568;"Intermediate"
"TT_C1741";-0.232;-0.599;-0.662;-0.704;-0.549;"Intermediate"
"TT_C1742";2.753;2.509;1.577;1.892;2.183;"Highly Permissive"
"TT_C1743";-0.645;2.5;1.06;-0.183;0.683;"Highly Permissive"
"TT_C1744";0.153;0.258;-0.483;0.328;0.064;"Intermediate"
"TT_C1745";-0.183;-0.853;-0.216;-0.65;-0.475;"Intermediate"
"TT_C1746";-0.554;-0.836;-0.732;-0.354;-0.619;"Intermediate"
"TT_C1747";-0.124;-0.835;-0.738;-0.647;-0.586;"Intermediate"
"TT_C1748";-0.485;-0.92;-0.682;-0.729;-0.704;"Intermediate"
"TT_C1749";-0.32;-0.795;-0.358;-0.63;-0.526;"Intermediate"
"TT_C1750";-0.26;-0.016;-0.402;-0.634;-0.328;"Intermediate"
"TT_C1751";2.161;4.226;2.957;3.369;3.178;"Highly Permissive"
"TT_C1752";-0.764;-0.92;-0.446;-0.707;-0.709;"Intermediate"
"TT_C1753";-0.397;-0.92;-0.342;-0.526;-0.546;"Intermediate"
"TT_C1754";-0.513;-0.899;-0.4;-0.537;-0.587;"Intermediate"
"TT_C1755";-0.92;-0.92;-0.701;-0.799;-0.835;"Less Permissive"
"TT_C1756";0.376;-0.132;-0.232;-0.208;-0.049;"Intermediate"
"TT_C1757";-0.124;0.711;-0.737;-0.643;-0.199;"Intermediate"
"TT_C1758";-0.816;0.952;-0.636;-0.799;-0.325;"Intermediate"
"TT_C1759";-0.707;-0.92;-0.66;-0.556;-0.711;"Intermediate"
"TT_C1760";0.64;1.665;0.363;0.388;0.764;"Highly Permissive"
